Company:,AeroCab Services,,,,,,
Date:,,,,,,,
,,,,,,,
,,,,,,,
Ride ID,OriginArea,BookingTime,Total (hh:mm:ss),Traffic Period,Confirmed,Confirmation Time,Ride Start Time
RD11308,Taxi Stand,12:09 PM,00:07:00,Non-Peak Time,Yes,9,4
RD11309,Taxi Stand,8:05 PM,00:06:00,Non-Peak Time,Yes,6,3
RD11310,Taxi Stand,1:06 PM,00:06:00,Non-Peak Time,Yes,7,3
RD11311,Taxi Stand,4:21 AM,00:06:00,Non-Peak Time,No,6,0
RD11312,Taxi Stand,8:36 PM,00:08:00,Non-Peak Time,Yes,7,5
RD11313,Taxi Stand,7:19 PM,00:07:00,Non-Peak Time,No,7,0
RD11314,Taxi Stand,1:56 PM,00:08:00,Non-Peak Time,Yes,7,4
RD11315,Taxi Stand,11:11 AM,00:08:00,Non-Peak Time,Yes,6,5
RD11316,Taxi Stand,8:53 PM,00:08:00,Non-Peak Time,Yes,8,4
RD11317,Taxi Stand,2:58 AM,00:08:00,Non-Peak Time,Yes,7,4
RD11318,Taxi Stand,11:18 PM,00:06:00,Non-Peak Time,Yes,6,3
RD11319,Taxi Stand,8:32 PM,00:08:00,Non-Peak Time,Yes,8,4
RD11320,Taxi Stand,11:48 PM,00:19:00,Peak Time,Yes,15,4
RD11321,Taxi Stand,12:03 PM,00:08:00,Peak Time,Yes,5,5
RD11322,Taxi Stand,6:55 PM,00:08:00,Peak Time,Yes,7,5
RD11323,Taxi Stand,8:03 PM,00:06:00,Peak Time,Yes,4,4
RD11324,Taxi Stand,11:29 AM,00:08:00,Peak Time,Yes,7,5
RD11325,Taxi Stand,5:03 AM,00:06:00,Peak Time,Yes,9,5
RD11326,Taxi Stand,8:44 PM,00:16:00,Peak Time,No,16,0
RD11327,Taxi Stand,1:19 PM,00:04:00,Peak Time,Yes,8,3
RD11328,Taxi Stand,12:36 AM,00:17:00,Peak Time,No,17,0
RD11329,Taxi Stand,8:28 PM,00:24:00,Peak Time,Yes,21,3
RD11330,Taxi Stand,7:11 PM,00:07:00,Peak Time,Yes,6,4
RD11331,Taxi Stand,11:56 PM,00:19:00,Peak Time,Yes,15,4
RD11332,Taxi Stand,11:01 PM,00:20:00,Peak Time,No,20,0
RD11333,Taxi Stand,11:28 AM,00:18:00,Peak Time,Yes,15,3
RD11334,Taxi Stand,11:23 AM,00:07:00,Peak Time,Yes,6,5
RD11335,Taxi Stand,2:12 AM,00:08:00,Peak Time,Yes,6,4
RD11336,Taxi Stand,10:03 AM,00:16:00,Peak Time,No,16,0
RD11337,Taxi Stand,12:40 AM,00:23:00,Peak Time,No,23,0
RD11338,Taxi Stand,5:14 AM,00:24:00,Peak Time,No,24,0
RD11339,Taxi Stand,10:54 AM,00:22:00,Peak Time,Yes,18,4
RD11340,Taxi Stand,12:29 PM,00:16:00,Peak Time,No,16,0
RD11341,Taxi Stand,6:45 PM,00:25:00,Peak Time,Yes,20,5
RD11342,Taxi Stand,10:02 AM,00:15:00,Peak Time,No,15,0
RD11343,Taxi Stand,12:54 PM,00:20:00,Peak Time,Yes,15,5
RD11344,Taxi Stand,4:29 AM,00:06:00,Peak Time,Yes,8,4
RD11345,Taxi Stand,11:25 PM,00:19:00,Peak Time,Yes,15,4
RD11346,Taxi Stand,1:00 PM,00:28:00,Peak Time,Yes,23,5
RD11347,Taxi Stand,8:07 PM,00:22:00,Peak Time,No,22,0
RD11348,Taxi Stand,5:43 AM,00:19:00,Peak Time,No,19,0
RD11349,Taxi Stand,9:49 PM,00:05:00,Peak Time,Yes,6,4
RD11350,Taxi Stand,9:11 PM,00:15:00,Peak Time,No,15,0
RD11351,Taxi Stand,2:16 AM,00:26:00,Peak Time,Yes,21,5
RD11352,Taxi Stand,12:44 PM,00:28:00,Peak Time,No,28,0
RD11353,Taxi Stand,1:48 AM,00:28:00,Peak Time,No,28,0
RD11354,Taxi Stand,12:43 PM,00:21:00,Peak Time,Yes,18,3
RD11355,Taxi Stand,2:47 AM,00:20:00,Peak Time,Yes,15,5
RD11356,Taxi Stand,3:34 AM,00:26:00,Peak Time,Yes,23,3
RD11357,Taxi Stand,11:52 AM,00:19:00,Peak Time,Yes,15,4
RD11358,Taxi Stand,9:13 PM,00:08:00,Non-Peak Time,Yes,7,5
RD11359,Taxi Stand,7:22 PM,00:08:00,Non-Peak Time,Yes,7,5
RD11360,Taxi Stand,10:09 AM,00:05:00,Non-Peak Time,No,9,0
RD11361,Taxi Stand,12:44 PM,00:08:00,Non-Peak Time,Yes,7,5
RD11362,Taxi Stand,9:51 PM,00:08:00,Non-Peak Time,Yes,8,5
RD11363,Taxi Stand,12:45 PM,00:07:00,Non-Peak Time,No,7,0
RD11364,Taxi Stand,8:48 PM,00:06:00,Non-Peak Time,No,6,0
RD11365,Taxi Stand,10:59 AM,00:08:00,Non-Peak Time,Yes,8,5
RD11366,Taxi Stand,2:00 PM,00:08:00,Non-Peak Time,Yes,7,4
RD11367,Taxi Stand,3:48 AM,00:08:00,Non-Peak Time,Yes,7,5
RD11368,Taxi Stand,9:42 PM,00:07:00,Non-Peak Time,Yes,6,4
RD11369,Taxi Stand,9:12 PM,00:07:00,Non-Peak Time,Yes,7,4
RD11370,Taxi Stand,1:36 PM,00:06:00,Non-Peak Time,Yes,8,3
RD11371,Taxi Stand,11:57 AM,00:07:00,Non-Peak Time,Yes,9,4
RD11372,Taxi Stand,11:59 AM,00:20:00,Peak Time,Yes,16,4
RD11373,Taxi Stand,1:04 PM,00:07:00,Non-Peak Time,Yes,7,4
RD11374,Taxi Stand,3:07 AM,00:06:00,Non-Peak Time,No,6,0
RD11375,Taxi Stand,1:35 PM,00:28:00,Peak Time,No,28,0
RD11376,Taxi Stand,10:05 AM,00:08:00,Non-Peak Time,Yes,7,5
RD11377,Taxi Stand,12:54 PM,00:19:00,Peak Time,No,19,0
RD11378,Taxi Stand,6:57 PM,00:22:00,Peak Time,No,22,0
RD11379,Taxi Stand,10:58 AM,00:08:00,Non-Peak Time,Yes,6,5
RD11380,Taxi Stand,4:47 AM,00:21:00,Peak Time,No,21,0
RD11381,Taxi Stand,3:53 AM,00:07:00,Non-Peak Time,Yes,7,4
RD11382,Taxi Stand,10:17 AM,00:07:00,Non-Peak Time,Yes,7,4
RD11383,Taxi Stand,5:52 AM,00:24:00,Peak Time,Yes,20,4
RD11384,Taxi Stand,1:31 AM,00:28:00,Peak Time,No,28,0
RD11385,Taxi Stand,7:34 PM,00:06:00,Non-Peak Time,Yes,6,3
RD11386,Taxi Stand,6:49 PM,00:08:00,Non-Peak Time,Yes,7,5
RD11387,Taxi Stand,12:26 AM,00:07:00,Non-Peak Time,Yes,6,4
RD11388,Taxi Stand,10:38 AM,00:21:00,Peak Time,No,21,0
RD11389,Taxi Stand,6:17 PM,00:19:00,Peak Time,Yes,15,4
RD11390,Taxi Stand,10:51 AM,00:21:00,Peak Time,No,21,0
RD11391,Taxi Stand,10:27 AM,00:23:00,Peak Time,No,23,0
RD11392,Taxi Stand,1:56 PM,00:04:00,Peak Time,Yes,6,3
RD11393,Taxi Stand,12:21 PM,00:21:00,Peak Time,No,21,0
RD11394,Taxi Stand,11:03 AM,00:24:00,Peak Time,No,24,0
RD11395,Taxi Stand,7:39 PM,00:06:00,Peak Time,Yes,7,5
RD11396,Taxi Stand,11:16 AM,00:17:00,Peak Time,No,17,0
RD11397,Taxi Stand,10:31 AM,00:18:00,Peak Time,Yes,15,3
RD11398,Taxi Stand,11:20 PM,00:28:00,Peak Time,No,28,0
RD11399,Taxi Stand,5:44 AM,00:06:00,Non-Peak Time,Yes,6,3
RD11400,Taxi Stand,9:14 PM,00:08:00,Non-Peak Time,Yes,7,5
RD11401,Taxi Stand,1:03 PM,00:06:00,Non-Peak Time,Yes,6,3
RD11402,Taxi Stand,1:06 AM,00:07:00,Non-Peak Time,Yes,6,4
RD11403,Taxi Stand,11:08 AM,00:07:00,Non-Peak Time,Yes,7,4
RD11404,Taxi Stand,12:04 PM,00:07:00,Non-Peak Time,Yes,9,4
RD11405,Taxi Stand,10:52 AM,00:07:00,Non-Peak Time,Yes,6,4
RD11406,Taxi Stand,12:03 PM,00:06:00,Non-Peak Time,Yes,7,3
RD11407,Taxi Stand,2:59 AM,00:07:00,Non-Peak Time,Yes,7,3
RD11408,Taxi Stand,7:33 PM,00:08:00,Non-Peak Time,Yes,6,4
RD11409,Taxi Stand,12:13 PM,00:08:00,Non-Peak Time,Yes,7,5
RD11410,Taxi Stand,6:22 PM,00:06:00,Non-Peak Time,No,6,0
RD11411,Taxi Stand,11:42 AM,00:06:00,Non-Peak Time,Yes,6,3
RD11412,Taxi Stand,3:30 AM,00:08:00,Non-Peak Time,Yes,7,5
RD11413,Taxi Stand,11:30 AM,00:08:00,Non-Peak Time,Yes,6,5
RD11414,Taxi Stand,12:38 PM,00:06:00,Non-Peak Time,Yes,7,3
RD11415,Taxi Stand,7:43 PM,00:08:00,Non-Peak Time,Yes,6,5
RD11416,Taxi Stand,6:20 PM,00:06:00,Non-Peak Time,Yes,6,3
RD11417,Taxi Stand,5:22 AM,00:07:00,Non-Peak Time,Yes,7,4
RD11418,Taxi Stand,4:20 AM,00:07:00,Non-Peak Time,Yes,7,4
RD11419,Taxi Stand,9:14 PM,00:07:00,Non-Peak Time,No,7,0
RD11420,Taxi Stand,12:11 PM,00:07:00,Non-Peak Time,Yes,5,4
RD11421,Taxi Stand,8:59 PM,00:09:00,Non-Peak Time,Yes,8,5
RD11422,Taxi Stand,3:30 AM,00:08:00,Non-Peak Time,Yes,5,5
RD11423,Taxi Stand,12:59 PM,00:07:00,Non-Peak Time,Yes,6,4
RD11424,Taxi Stand,3:43 AM,00:07:00,Non-Peak Time,Yes,7,4
RD11425,Taxi Stand,11:01 AM,00:05:00,Non-Peak Time,No,9,0
RD11426,Taxi Stand,10:13 AM,00:07:00,Non-Peak Time,No,7,0
RD11427,Taxi Stand,11:57 AM,00:06:00,Non-Peak Time,Yes,7,3
RD11428,Taxi Stand,12:01 PM,00:07:00,Non-Peak Time,Yes,8,4
RD11429,Taxi Stand,11:29 PM,00:08:00,Non-Peak Time,Yes,9,5
RD11430,Taxi Stand,12:10 AM,00:08:00,Non-Peak Time,Yes,6,5
RD11431,Taxi Stand,9:34 PM,00:06:00,Non-Peak Time,Yes,9,3
RD11432,Taxi Stand,6:16 PM,00:06:00,Non-Peak Time,Yes,7,3
RD11433,Taxi Stand,12:18 PM,00:06:00,Non-Peak Time,No,6,0
RD11434,Taxi Stand,1:09 AM,00:09:00,Non-Peak Time,Yes,8,5
RD11435,Taxi Stand,12:09 PM,00:06:00,Non-Peak Time,Yes,6,3
RD11436,Taxi Stand,12:28 PM,00:06:00,Non-Peak Time,Yes,9,3
RD11437,Taxi Stand,6:01 PM,00:06:00,Peak Time,Yes,6,5
RD11438,Taxi Stand,8:38 PM,00:05:00,Peak Time,Yes,6,3
RD11439,Taxi Stand,9:01 PM,00:23:00,Peak Time,No,23,0
RD11440,Taxi Stand,11:25 AM,00:20:00,Peak Time,Yes,15,5
RD11441,Taxi Stand,7:18 PM,00:28:00,Peak Time,Yes,24,4
RD11442,Taxi Stand,1:20 PM,00:24:00,Peak Time,Yes,21,3
RD11443,Taxi Stand,12:53 AM,00:17:00,Peak Time,No,17,0
RD11444,Taxi Stand,8:37 PM,00:20:00,Peak Time,No,20,0
RD11445,Taxi Stand,1:15 PM,00:23:00,Peak Time,No,23,0
RD11446,Taxi Stand,10:02 AM,00:06:00,Peak Time,Yes,6,3
RD11447,Taxi Stand,4:05 AM,00:07:00,Peak Time,Yes,7,3
RD11448,Taxi Stand,8:17 PM,00:20:00,Peak Time,Yes,15,5
RD11449,Taxi Stand,12:36 PM,00:18:00,Peak Time,Yes,15,3
RD11450,Taxi Stand,1:18 PM,00:19:00,Peak Time,No,19,0
RD11451,Taxi Stand,12:12 PM,00:16:00,Peak Time,No,16,0
RD11452,Taxi Stand,10:34 AM,00:20:00,Peak Time,Yes,16,4
RD11453,Taxi Stand,10:48 AM,00:19:00,Peak Time,No,19,0
RD11454,Taxi Stand,10:41 AM,00:26:00,Peak Time,Yes,22,4
RD11455,Taxi Stand,5:28 AM,00:22:00,Peak Time,No,22,0
RD11456,Taxi Stand,9:40 PM,00:28:00,Peak Time,No,28,0
RD11457,Taxi Stand,9:18 PM,00:04:00,Peak Time,Yes,6,3
RD11458,Taxi Stand,10:45 AM,00:06:00,Peak Time,Yes,5,5
RD11459,Taxi Stand,6:29 PM,00:19:00,Peak Time,Yes,16,3
RD11460,Taxi Stand,8:52 PM,00:09:00,Peak Time,Yes,7,5
RD11461,Taxi Stand,2:38 AM,00:19:00,Peak Time,Yes,15,4
RD11462,Taxi Stand,6:18 PM,00:21:00,Peak Time,Yes,17,4
RD11463,Taxi Stand,8:10 PM,00:07:00,Peak Time,Yes,5,5
RD11464,Taxi Stand,11:00 PM,00:20:00,Peak Time,No,20,0
RD11465,Taxi Stand,8:48 PM,00:20:00,Peak Time,Yes,15,5
RD11466,Taxi Stand,1:30 PM,00:07:00,Peak Time,Yes,7,3
RD11467,Taxi Stand,11:07 AM,00:21:00,Peak Time,No,21,0
RD11468,Taxi Stand,2:22 AM,00:16:00,Peak Time,No,16,0
RD11469,Taxi Stand,8:51 PM,00:21:00,Peak Time,Yes,16,5
RD11470,Taxi Stand,9:49 PM,00:19:00,Peak Time,Yes,16,3
RD11471,Taxi Stand,12:29 PM,00:15:00,Peak Time,No,15,0
RD11472,Taxi Stand,11:40 AM,00:06:00,Non-Peak Time,Yes,7,3
RD11473,Taxi Stand,8:29 PM,00:07:00,Non-Peak Time,Yes,5,4
RD11474,Taxi Stand,12:36 PM,00:08:00,Non-Peak Time,Yes,8,4
RD11475,Taxi Stand,11:14 AM,00:07:00,Non-Peak Time,Yes,5,4
RD11476,Taxi Stand,8:16 PM,00:08:00,Non-Peak Time,Yes,7,4
RD11477,Taxi Stand,11:53 PM,00:08:00,Non-Peak Time,Yes,8,5
RD11478,Taxi Stand,4:04 AM,00:06:00,Non-Peak Time,Yes,7,3
RD11479,Taxi Stand,7:26 PM,00:07:00,Non-Peak Time,Yes,8,4
RD11480,Taxi Stand,5:06 AM,00:06:00,Non-Peak Time,No,6,0
RD11481,Taxi Stand,11:14 AM,00:08:00,Non-Peak Time,Yes,7,5
RD11482,Taxi Stand,11:11 AM,00:08:00,Non-Peak Time,Yes,6,5
RD11483,Taxi Stand,2:26 AM,00:07:00,Non-Peak Time,Yes,6,4
RD11484,Taxi Stand,11:17 AM,00:06:00,Non-Peak Time,Yes,6,3
RD11485,Taxi Stand,2:07 AM,00:06:00,Non-Peak Time,Yes,9,3
RD11486,Taxi Stand,7:52 PM,00:07:00,Non-Peak Time,No,7,0
RD11487,Taxi Stand,6:02 PM,00:16:00,Peak Time,No,16,0
RD11488,Taxi Stand,2:04 AM,00:06:00,Non-Peak Time,Yes,6,3
RD11489,Taxi Stand,8:07 PM,00:07:00,Non-Peak Time,No,7,0
RD11490,Taxi Stand,1:36 PM,00:25:00,Peak Time,Yes,20,5
RD11491,Taxi Stand,4:29 AM,00:23:00,Peak Time,No,23,0
RD11492,Taxi Stand,12:20 PM,00:06:00,Non-Peak Time,No,6,0
RD11493,Taxi Stand,1:20 PM,00:07:00,Non-Peak Time,No,7,0
RD11494,Taxi Stand,11:38 AM,00:23:00,Peak Time,No,23,0
RD11495,Taxi Stand,11:49 PM,00:19:00,Peak Time,Yes,16,3
RD11496,Taxi Stand,3:23 AM,00:06:00,Non-Peak Time,Yes,7,3
RD11497,Taxi Stand,3:26 AM,00:09:00,Peak Time,Yes,6,5
RD11498,Taxi Stand,3:40 AM,00:24:00,Peak Time,No,24,0
RD11499,Taxi Stand,10:44 AM,00:07:00,Non-Peak Time,Yes,7,4
RD11500,Taxi Stand,11:13 AM,00:08:00,Non-Peak Time,Yes,6,4
RD11501,Taxi Stand,11:43 AM,00:23:00,Peak Time,No,23,0
RD11502,Taxi Stand,2:19 AM,00:06:00,Non-Peak Time,Yes,7,4
RD11503,Taxi Stand,11:50 AM,00:15:00,Peak Time,No,15,0
RD11504,Taxi Stand,8:17 PM,00:27:00,Peak Time,Yes,22,5
RD11505,Taxi Stand,10:45 AM,00:20:00,Peak Time,No,20,0
RD11506,Taxi Stand,11:54 PM,00:17:00,Peak Time,No,17,0
RD11507,Taxi Stand,12:44 PM,00:04:00,Peak Time,Yes,7,3
RD11508,Taxi Stand,12:29 PM,00:08:00,Non-Peak Time,Yes,7,5
RD11509,Taxi Stand,10:11 AM,00:21:00,Peak Time,No,21,0
RD11510,Taxi Stand,1:07 PM,00:23:00,Peak Time,Yes,18,5
RD11511,Taxi Stand,12:48 AM,00:08:00,Peak Time,Yes,7,4
RD11512,Taxi Stand,12:28 AM,00:20:00,Peak Time,Yes,15,5
RD11513,Taxi Stand,10:01 AM,00:19:00,Peak Time,No,19,0
RD11514,Taxi Stand,4:46 AM,00:16:00,Peak Time,No,16,0
RD11515,Taxi Stand,8:11 PM,00:07:00,Non-Peak Time,Yes,6,4
RD11516,Taxi Stand,11:20 AM,00:30:00,Peak Time,No,30,0
RD11517,Taxi Stand,1:45 AM,00:08:00,Non-Peak Time,Yes,7,5
RD11518,Taxi Stand,10:37 AM,00:06:00,Non-Peak Time,No,6,0
RD11519,Taxi Stand,11:09 AM,00:08:00,Non-Peak Time,Yes,7,5
RD11520,Taxi Stand,1:20 PM,00:06:00,Non-Peak Time,Yes,7,3
RD11521,Taxi Stand,11:28 PM,00:07:00,Non-Peak Time,Yes,6,5
RD11522,Taxi Stand,1:37 PM,00:08:00,Non-Peak Time,Yes,6,5
RD11523,Taxi Stand,10:08 AM,00:06:00,Non-Peak Time,No,6,0
RD11524,Taxi Stand,1:11 PM,00:08:00,Non-Peak Time,Yes,5,5
RD11525,Taxi Stand,9:58 PM,00:08:00,Non-Peak Time,Yes,7,5
RD11526,Taxi Stand,5:57 AM,00:07:00,Non-Peak Time,No,7,0
RD11527,Taxi Stand,5:40 AM,00:06:00,Non-Peak Time,Yes,7,3
RD11528,Taxi Stand,6:01 PM,00:06:00,Non-Peak Time,Yes,6,3
RD11529,Taxi Stand,6:17 PM,00:06:00,Non-Peak Time,No,6,0
RD11530,Taxi Stand,3:25 AM,00:08:00,Non-Peak Time,Yes,7,5
RD11531,Taxi Stand,6:26 PM,00:06:00,Non-Peak Time,Yes,6,3
RD11532,Taxi Stand,12:26 PM,00:06:00,Non-Peak Time,No,6,0
RD11533,Taxi Stand,1:26 AM,00:08:00,Non-Peak Time,Yes,7,5
RD11534,Taxi Stand,1:33 PM,00:06:00,Non-Peak Time,Yes,7,3
RD11535,Domestic Terminal,1:24 PM,00:03:00,Non-Peak Time,Yes,8,2
RD11536,Domestic Terminal,10:11 AM,00:03:00,Non-Peak Time,Yes,7,2
RD11537,Domestic Terminal,1:23 PM,00:03:00,Non-Peak Time,Yes,9,1
RD11538,Domestic Terminal,12:08 PM,00:02:00,Non-Peak Time,No,7,0
RD11539,Domestic Terminal,11:32 AM,00:03:00,Non-Peak Time,Yes,5,2
RD11540,Domestic Terminal,11:04 PM,00:02:00,Non-Peak Time,Yes,6,1
RD11541,Domestic Terminal,12:36 AM,00:03:00,Non-Peak Time,Yes,6,2
RD11542,Domestic Terminal,1:57 PM,00:02:00,Non-Peak Time,Yes,9,1
RD11543,Domestic Terminal,8:47 PM,00:02:00,Non-Peak Time,No,6,0
RD11544,Domestic Terminal,2:52 AM,00:03:00,Non-Peak Time,Yes,6,1
RD11545,Domestic Terminal,10:59 AM,00:04:00,Non-Peak Time,Yes,7,1
RD11546,Domestic Terminal,12:32 PM,00:04:00,Non-Peak Time,No,8,0
RD11547,Domestic Terminal,5:26 AM,00:05:00,Non-Peak Time,Yes,6,2
RD11548,Domestic Terminal,12:00 PM,00:04:00,Non-Peak Time,Yes,6,1
RD11549,Domestic Terminal,10:01 AM,00:04:00,Non-Peak Time,Yes,6,2
RD11550,Domestic Terminal,2:04 AM,00:04:00,Non-Peak Time,No,8,0
RD11551,Domestic Terminal,9:30 PM,00:03:00,Non-Peak Time,Yes,6,1
RD11552,Domestic Terminal,3:57 AM,00:19:00,Peak Time,No,19,0
RD11553,Domestic Terminal,3:55 AM,00:16:00,Peak Time,Yes,15,1
RD11554,Domestic Terminal,3:43 AM,00:18:00,Peak Time,No,18,0
RD11555,Domestic Terminal,6:01 PM,00:04:00,Peak Time,Yes,5,2
RD11556,Domestic Terminal,8:01 PM,00:19:00,Peak Time,No,19,0
RD11557,Domestic Terminal,12:13 AM,00:20:00,Peak Time,Yes,19,1
RD11558,Domestic Terminal,6:23 PM,00:17:00,Peak Time,No,17,0
RD11559,Domestic Terminal,12:11 AM,00:18:00,Peak Time,Yes,16,2
RD11560,Domestic Terminal,7:02 PM,00:06:00,Peak Time,Yes,6,2
RD11561,Domestic Terminal,1:56 AM,00:17:00,Peak Time,No,17,0
RD11562,Domestic Terminal,6:34 PM,00:18:00,Peak Time,No,18,0
RD11563,Domestic Terminal,11:44 AM,00:18:00,Peak Time,No,18,0
RD11564,Domestic Terminal,11:59 PM,00:18:00,Peak Time,Yes,16,2
RD11565,Domestic Terminal,5:27 AM,00:16:00,Peak Time,No,16,0
RD11566,Domestic Terminal,12:53 PM,00:20:00,Peak Time,Yes,19,1
RD11567,Domestic Terminal,10:38 AM,00:19:00,Peak Time,No,19,0
RD11568,Domestic Terminal,1:30 PM,00:30:00,Peak Time,No,30,0
RD11569,Domestic Terminal,8:00 PM,00:30:00,Peak Time,No,30,0
RD11570,Domestic Terminal,12:46 PM,00:05:00,Peak Time,Yes,8,1
RD11571,Domestic Terminal,1:40 PM,00:05:00,Peak Time,Yes,8,2
RD11572,Domestic Terminal,12:55 PM,00:20:00,Peak Time,Yes,18,2
RD11573,Domestic Terminal,1:44 AM,00:30:00,Peak Time,No,30,0
RD11574,Domestic Terminal,1:40 PM,00:30:00,Peak Time,No,30,0
RD11575,Domestic Terminal,10:13 AM,00:20:00,Peak Time,Yes,19,1
RD11576,Domestic Terminal,11:59 PM,00:23:00,Peak Time,No,23,0
RD11577,Domestic Terminal,1:38 PM,00:20:00,Peak Time,Yes,18,2
RD11578,Domestic Terminal,11:09 AM,00:18:00,Peak Time,No,18,0
RD11579,Domestic Terminal,9:05 PM,00:06:00,Peak Time,Yes,8,2
RD11580,Domestic Terminal,11:37 AM,00:21:00,Peak Time,Yes,19,2
RD11581,Domestic Terminal,11:56 AM,00:16:00,Peak Time,No,16,0
RD11582,Domestic Terminal,12:43 PM,00:20:00,Peak Time,Yes,18,2
RD11583,Domestic Terminal,1:46 PM,00:16:00,Peak Time,No,16,0
RD11584,Domestic Terminal,12:20 AM,00:19:00,Peak Time,Yes,18,1
RD11585,Domestic Terminal,11:32 AM,00:16:00,Peak Time,Yes,15,1
RD11586,Domestic Terminal,10:39 AM,00:20:00,Peak Time,Yes,19,1
RD11587,Domestic Terminal,1:12 PM,00:04:00,Non-Peak Time,Yes,6,1
RD11588,Domestic Terminal,6:03 PM,00:04:00,Non-Peak Time,Yes,7,2
RD11589,Domestic Terminal,12:11 AM,00:03:00,Non-Peak Time,Yes,7,2
RD11590,Domestic Terminal,5:00 AM,00:05:00,Non-Peak Time,Yes,5,2
RD11591,Domestic Terminal,3:53 AM,00:03:00,Non-Peak Time,Yes,7,1
RD11592,Domestic Terminal,1:07 PM,00:03:00,Non-Peak Time,Yes,3,2
RD11593,Domestic Terminal,10:53 AM,00:02:00,Non-Peak Time,No,8,0
RD11594,Domestic Terminal,10:50 AM,00:03:00,Non-Peak Time,Yes,8,2
RD11595,Domestic Terminal,6:52 PM,00:04:00,Non-Peak Time,Yes,6,2
RD11596,Domestic Terminal,2:42 AM,00:05:00,Non-Peak Time,Yes,7,2
RD11597,Domestic Terminal,3:59 AM,00:05:00,Non-Peak Time,Yes,6,2
RD11598,Domestic Terminal,11:01 AM,00:04:00,Non-Peak Time,Yes,7,1
RD11599,Domestic Terminal,5:36 AM,00:05:00,Non-Peak Time,Yes,7,2
RD11600,Domestic Terminal,8:12 PM,00:04:00,Non-Peak Time,No,6,0
RD11601,Domestic Terminal,12:23 AM,00:03:00,Non-Peak Time,Yes,9,1
RD11602,Domestic Terminal,9:42 PM,00:04:00,Non-Peak Time,Yes,7,1
RD11603,Domestic Terminal,11:03 PM,00:04:00,Non-Peak Time,No,8,0
RD11604,Domestic Terminal,12:57 PM,00:02:00,Non-Peak Time,No,9,0
RD11605,Domestic Terminal,2:51 AM,00:23:00,Peak Time,No,23,0
RD11606,Domestic Terminal,11:35 AM,00:16:00,Peak Time,Yes,15,1
RD11607,Domestic Terminal,9:51 PM,00:02:00,Non-Peak Time,No,6,0
RD11608,Domestic Terminal,1:54 PM,00:17:00,Peak Time,No,17,0
RD11609,Domestic Terminal,5:20 AM,00:03:00,Peak Time,Yes,6,1
RD11610,Domestic Terminal,12:01 AM,00:04:00,Peak Time,Yes,6,2
RD11611,Domestic Terminal,10:43 AM,00:04:00,Non-Peak Time,Yes,7,1
RD11612,Domestic Terminal,1:47 PM,00:23:00,Peak Time,No,23,0
RD11613,Domestic Terminal,6:42 PM,00:17:00,Peak Time,No,17,0
RD11614,Domestic Terminal,9:17 PM,00:18:00,Peak Time,No,18,0
RD11615,Domestic Terminal,12:42 PM,00:03:00,Non-Peak Time,Yes,5,2
RD11616,Domestic Terminal,7:27 PM,00:17:00,Peak Time,Yes,16,1
RD11617,Domestic Terminal,6:31 PM,00:05:00,Peak Time,Yes,7,1
RD11618,Domestic Terminal,10:03 AM,00:18:00,Peak Time,No,18,0
RD11619,Domestic Terminal,12:17 PM,00:15:00,Peak Time,No,15,0
RD11620,Domestic Terminal,12:11 PM,00:05:00,Peak Time,Yes,7,2
RD11621,Domestic Terminal,1:58 PM,00:05:00,Non-Peak Time,Yes,9,2
RD11622,Domestic Terminal,1:56 AM,00:04:00,Non-Peak Time,Yes,8,1
RD11623,Domestic Terminal,12:56 PM,00:03:00,Non-Peak Time,Yes,9,1
RD11624,Domestic Terminal,11:49 PM,00:30:00,Peak Time,No,30,0
RD11625,Domestic Terminal,1:12 PM,00:19:00,Peak Time,No,19,0
RD11626,Domestic Terminal,12:18 AM,00:05:00,Non-Peak Time,Yes,6,2
RD11627,Domestic Terminal,9:38 PM,00:02:00,Non-Peak Time,Yes,7,1
RD11628,Domestic Terminal,12:37 AM,00:15:00,Peak Time,No,15,0
RD11629,Domestic Terminal,1:57 AM,00:17:00,Peak Time,No,17,0
RD11630,Domestic Terminal,6:48 PM,00:02:00,Non-Peak Time,Yes,8,1
RD11631,Domestic Terminal,11:18 AM,00:18:00,Peak Time,Yes,17,1
RD11632,Domestic Terminal,10:00 AM,00:04:00,Non-Peak Time,Yes,8,1
RD11633,Domestic Terminal,10:36 AM,00:04:00,Non-Peak Time,Yes,8,1
RD11634,Domestic Terminal,4:07 AM,00:17:00,Peak Time,Yes,15,2
RD11635,Domestic Terminal,6:06 PM,00:05:00,Peak Time,Yes,7,2
RD11636,Domestic Terminal,6:28 PM,00:02:00,Non-Peak Time,Yes,6,1
RD11637,Domestic Terminal,10:12 AM,00:15:00,Peak Time,No,15,0
RD11638,Domestic Terminal,5:10 AM,00:03:00,Non-Peak Time,Yes,3,2
RD11639,Domestic Terminal,11:58 AM,00:03:00,Non-Peak Time,Yes,6,1
RD11640,Domestic Terminal,12:32 PM,00:05:00,Non-Peak Time,Yes,7,2
RD11641,Domestic Terminal,10:12 AM,00:04:00,Non-Peak Time,Yes,7,2
RD11642,Domestic Terminal,7:30 PM,00:04:00,Non-Peak Time,Yes,7,1
RD11643,Domestic Terminal,7:53 PM,00:04:00,Non-Peak Time,Yes,4,2
RD11644,Domestic Terminal,2:15 AM,00:03:00,Non-Peak Time,Yes,6,2
